Symbol,Market Cap,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,trailingEps,forwardEps,52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,shortName,longName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins
AADHARHFC.NS,,Mortgage Finance,Financial Services,3931,,,,,,86400,2,437.05,436.95,427.95,438.65,437.05,436.95,427.95,438.65,,,,,,,26.655302,16.001116,371870,371870,951191,597833,597833,185170870272,292.0,516.8,10.625699,433.973,420.2639,,,312006934528,0.47839,99388879,430680000,0.76057,0.07855,432355008,137.056,3.137039,0.153,16.13,,0.30505383,,,NSI,EQUITY,AADHARHFC.NS,AADHAR HOUSING FINANCE L,,429.95,600.0,550.0,572.0,560.0,,none,5,18294900736,42.7,,146087297024,35.121,35.655,17426700288,248.777,42.784,0.043319996,0.16816,,-22989899776,0.064,0.246,0.98120004,,0.62783
AAKASH.NS,,Oil & Gas Equipment & Services,Energy,1252,,,,,,86400,2,10.64,10.7,10.47,10.7,10.64,10.7,10.47,10.7,,,,,,0.779,1.7638191,,135193,135193,176434,217546,217546,1077303168,8.25,17.15,1.0779823,11.0908,11.74595,,,1279812480,0.06368,33216694,101250000,,,102308000,5.78,1.8217992,0.155,5.97,,0.0477612,,,NSI,EQUITY,AAKASH.NS,AAKASH EXPLORATION SER L,Aakash Exploration Services Limited,10.53,,,,,,none,,78372000,0.786,172108832,259766000,,,999369984,44.387,9.921,,,,,0.2,0.421,0.87749,0.17222,0.0627
AAREYDRUGS.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,,,,,,,86400,2,59.0,57.82,57.82,58.25,59.0,57.82,57.82,58.25,,,,,,0.92,25.550661,,16545,16545,28067,9886,9886,1644549376,37.35,74.8,0.34873667,60.8862,54.933,,,1843319168,0.01102,13659921,28354300,0.51126,0.02622,28729200,47.327,1.2255161,0.71,2.27,,0.286031,,,NSI,EQUITY,AAREYDRUGS.NS,AAREY DRUGS & PHARM LTD,Aarey Drugs & Pharmaceuticals Limited,58.0,,,,,,none,,28900924,1.03,42721344,313523072,,,4715734016,23.613,180.526,,,,,0.541,1.491,0.02987,0.00906,0.00561
AARON.NS,,Specialty Industrial Machinery,Industrials,158,,,,,,86400,2,349.55,349.55,341.05,356.45,349.55,349.55,341.05,356.45,1.0,0.0029,1726531200,0.1456,,0.45,50.774334,,11322,11322,26395,26124,26124,3660926720,242.1,375.0,5.2914195,296.817,273.6115,,,3970176512,0.10429,2956817,10473200,,,10634500,36.317,9.479032,0.52,6.78,,0.24165916,1.0,1726531200,NSI,EQUITY,AARON.NS,AARON INDUSTRIES LIMITED,Aaron Industries Limited,344.25,,,,,,none,,20951000,1.978,126670000,345280000,0.271,1.208,691860992,89.772,66.456,0.097720005,0.20387,-243749248,75134000,0.564,0.306,0.33990002,0.18309,0.1505
AARTECH.NS,,Electrical Equipment & Parts,Industrials,73,,,,,,86400,2,77.5,77.92,76.0,78.17,77.5,77.92,76.0,78.17,0.25,0.0042,1727049600,0.3268,,0.579,84.45652,,54973,54973,239946,191096,191096,2477798400,42.416664,87.4,7.5134206,69.0234,69.29317,,,1821903104,0.049039997,4764122,31770400,0.76819,,31889300,9.296,8.358434,0.438,0.92,,0.7699317,0.25,1727049600,NSI,EQUITY,AARTECH.NS,AARTECH SOLONICS LIMITED,Aartech Solonics Limited,77.7,,,,,,none,,113700000,3.555,-2993250,42002000,,,329783008,14.219,10.461,,,,,0.42,0.037,0.35029998,-0.00908,-0.06713
AARTIDRUGS.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,1064,,,,,,86400,2,443.95,444.0,435.0,447.15,443.95,444.0,435.0,447.15,1.0,0.0023,1707177600,0.060399998,2.33,0.826,26.397947,16.19074,100432,100432,132931,118486,118486,39898681344,431.05,635.0,1.6766925,473.98,499.891,,,45507969024,0.06397,35233871,91270000,0.6184,0.097279996,91475600,139.958,3.1234372,-0.116,16.56,,-0.117581725,1.0,1707177600,NSI,EQUITY,AARTIDRUGS.NS,AARTI DRUGS LTD.,Aarti Drugs Limited,437.15,555.0,555.0,555.0,555.0,,none,1,295600000,3.239,2867795968,5901000192,0.914,1.608,23796064256,46.181,259.782,0.061680004,0.12241,837400128,3081932032,-0.106,-0.067,0.33796,0.12052,0.09159
AARTIIND.NS,,Specialty Chemicals,Basic Materials,6100,,,,,,86400,2,438.4,438.4,428.0,439.8,438.4,438.4,428.0,439.8,1.0,0.0023,1721952000,0.08140001,0.37,0.719,34.947067,27.726288,1062562,1062562,1882417,1256173,1256173,155628240896,422.6,769.25,2.2241123,474.648,616.1265,,,190560829440,0.06366,202796389,362519008,0.42952,0.2377,362643008,150.729,2.8471627,-0.429,12.28,,-0.25183052,1.0,1721952000,NSI,EQUITY,AARTIIND.NS,AARTI INDUSTRIES LTD,Aarti Industries Limited,429.15,775.0,320.0,504.8095,450.0,,none,21,3240000000,8.972,10508600320,38829998080,0.309,0.889,69973196800,71.339,192.789,0.041500002,0.08507,-7368462336,8858699776,-0.424,0.123,0.36303002,0.15018,0.056950003
AARTIPHARM.NS,,Drug Manufacturers - Specialty & Generic,Healthcare,2095,,,,,,86400,2,603.0,600.0,581.05,605.75,603.0,600.0,581.05,605.75,2.0,0.0033000002,1722384000,0.1192,,,23.256462,,355979,355979,182782,245336,245336,53007151104,399.55,721.7,2.6934776,628.772,590.4375,,,55852486656,0.1159,44866541,90626000,0.47564998,0.18090001,91204600,204.972,2.8535607,0.054,25.15,,0.22453678,1.0,1722384000,NSI,EQUITY,AARTIPHARM.NS,AARTI PHARMALABS LIMITED,Aarti Pharmalabs Limited,584.9,,,,,,none,,995131008,10.986,4033265920,3864698112,0.795,2.014,19679817728,20.815,217.207,0.07967,0.12981,-1501003392,2112627968,0.052,0.041,0.43523,0.20493999,0.15892
AARTISURF.NS,,Specialty Chemicals,Basic Materials,334,,,,,,86400,2,657.75,652.55,641.15,660.0,657.75,652.55,641.15,660.0,,,1627862400,,,1.151,36.000553,,3949,3949,16151,5931,5931,5516132864,548.15,918.0,0.9436294,701.648,678.706,,,6910230016,0.0313,3637919,8458500,0.58871,0.00017000001,8552160,257.303,2.5310626,-0.577,18.09,,0.05074215,2.954095,1627862400,NSI,EQUITY,AARTISURF.NS,AARTI SURFACTANTS LIMITED,Aarti Surfactants Limited,651.25,,,,,,none,,63145000,7.452,568038528,992084992,,,5845656064,45.486,717.942,,,,,-0.577,-0.036,0.23754999,0.09717,0.03762
AARVEEDEN.NS,,Textile Manufacturing,Consumer Cyclical,386,,,,,,86400,2,95.62,97.53,97.53,97.53,95.62,97.53,97.53,97.53,,,1346284800,,,0.967,12.866755,,49797,49797,23892,19157,19157,2292345088,21.65,97.53,2.6020842,63.666,40.37195,,,,-0.03907,8969461,23459800,0.75435996,0.02105,23504000,7.331,13.303779,,7.58,,2.4221053,0.5,1346284800,NSI,EQUITY,AARVEEDEN.NS,AARVEE DEN. & EXP. LTD,Aarvee Denims and Exports Ltd.,97.53,,,,,,none,,,,-286682496,,,,880964992,,37.56,,,,,,0.305,0.08675,-0.32542,-0.88962
AARVI.NS,,Staffing & Employment Services,Industrials,,,,,,,86400,2,145.14,148.06,144.0,148.06,145.14,148.06,144.0,148.06,2.0,0.0145000005,1721952000,0.2789,2.06,0.297,20.25,,5797,5797,46869,14723,14723,2145744384,112.95,184.25,0.5125837,143.0672,140.2242,,,2086654080,0.025409998,2843997,14784000,,,14882400,78.771,1.8303689,-0.213,7.12,,0.07037866,2.0,1721952000,NSI,EQUITY,AARVI.NS,AARVI ENCON LIMITED,Aarvi Encon Limited,144.18,,,,,,none,,214312000,14.458,117092752,256388992,1.543,2.251,4186135040,21.456,282.933,0.037720002,0.092159994,,,-0.214,0.124,0.26378,0.02797,0.026619999
AAVAS.NS,,Mortgage Finance,Financial Services,6075,,,,,,86400,2,1669.5,1659.9,1657.1,1683.2,1669.5,1659.9,1657.1,1683.2,,,,,,0.801,24.733948,18.060307,128374,128374,145910,127590,127590,131770253312,1307.0,1978.95,10.694777,1680.503,1670.8542,,,242334597120,0.43280998,57660000,79143800,0.18764,0.56628,79184096,511.572,3.2529147,0.216,67.28,75.04,0.11203182,,,NSI,EQUITY,AAVAS.NS,AAVAS FINANCIERS LIMITED,Aavas Financiers Limited,1664.1,2316.0,1487.0,1955.9445,1962.5,1.88889,buy,18,14149410816,178.799,,124793954304,236.351,236.351,12320992256,308.257,155.694,0.03341,0.14104,,-17657720832,0.215,0.133,0.9928,,0.5815
ABAN.NS,,Oil & Gas Drilling,Energy,31,,,,,,86400,2,67.66,67.66,66.01,68.15,67.66,67.66,66.01,68.15,,,1442188800,,1.13,0.782,,1.335327,63388,63388,97148,134668,134668,3909307904,48.75,93.35,0.81050986,65.8962,67.13605,,,156588605440,-2.53409,29665518,58365300,0.48494,0.01713,58365300,-4090.086,,,-174.75,50.16,0.2868396,3.6,1442188800,NSI,EQUITY,ABAN.NS,ABAN OFFSHORE LTD.,Aban Offshore Limited,66.98,,,,,,none,,435070016,7.454,-25012500,153078743040,,,4823269888,,82.645,,,,,,0.291,0.89238,-0.00519,0.27502
ABB.NS,,Specialty Industrial Machinery,Industrials,3384,7,3,1,8,2,86400,2,7890.35,7890.35,7781.0,7960.0,7890.35,7890.35,7781.0,7960.0,34.46,0.0044,1724371200,0.4326,0.33,0.73,98.09826,80.11286,213054,213054,382998,250266,250266,1657221283840,4340.3,9149.95,14.30999,7557.795,7591.3066,34.46,0.00436736,1606559334400,0.14523,52281987,211908000,0.75,0.11095,211990000,299.284,26.120508,0.214,79.69,97.17,0.6941606,10.66,1724371200,NSI,EQUITY,ABB.NS,ABB INDIA LIMITED,ABB India Limited,7817.45,9050.0,5608.0,7721.1304,7930.0,2.70833,hold,23,50092900352,236.447,20814125056,473400000,,,115808698368,0.747,546.532,,,,,0.214,0.052,0.40654,0.17973,0.17423001
ABBOTINDIA.NS,,Drug Manufacturers - General,Healthcare,3814,,,,,,86400,2,28251.25,28250.0,27950.0,28368.5,28251.25,28250.0,27950.0,28368.5,410.0,0.0145000005,1721347200,0.6782,0.7,0.013,46.305614,38.831955,11470,11470,9755,6236,6236,595015303168,22000.0,30521.0,9.808942,28432.57,27803.225,,,584442970112,0.21178,5200227,21249300,0.75527,0.07854,21254000,1657.016,16.8951,0.146,604.58,,0.26475084,410.0,1721347200,NSI,EQUITY,ABBOTINDIA.NS,ABBOTT INDIA LIMITED,Abbott India Limited,27995.45,32700.0,17872.0,28331.428,31000.0,2.14286,buy,7,11057000448,520.337,15006499840,605000000,1.085,2.247,60660498432,1.718,2854.723,0.19217,0.38752997,1107900032,10111299584,0.146,0.093,0.44891998,0.24739,0.25814
ABCAPITAL.NS,,Financial Conglomerates,Financial Services,55000,,,,,,86400,2,196.62,196.62,191.0,197.6,196.62,196.62,191.0,197.6,,,,,,1.133,13.453464,11.608956,2179790,2179790,5605726,3026749,3026749,501034221568,155.0,246.9,1.7338498,201.9928,214.57225,,,1705531146240,0.12946,806193672,2605100032,0.75952005,0.10862,2616229888,110.094,1.746235,0.42,14.29,7.08,0.2249124,,,NSI,EQUITY,ABCAPITAL.NS,ADITYA BIRLA CAPITAL LTD.,Aditya Birla Capital Limited,192.25,285.0,247.0,266.8889,270.0,,none,9,29676400640,11.385,,1216339247104,93.686,120.135,288972111872,399.158,111.096,0.01676,0.13519,,-227083796480,0.413,0.375,0.27929002,,0.17397
ABDL.NS,,Beverages - Wineries & Distilleries,Consumer Defensive,889,,,,,,86400,2,378.6,378.5,378.05,406.5,378.6,378.5,378.05,406.5,,,,,,,3289.5835,44.52066,2825000,2825000,734788,1186458,1186458,110415527936,282.05,406.5,3.358437,333.261,329.4533,,,116585447424,0.015800001,53393655,279710016,0.80912,0.05057,281252000,50.379,7.8356056,3.191,0.12,,0.24174273,,,NSI,EQUITY,ABDL.NS,ALLIED BLEND N DISTILS L,,394.75,450.0,400.0,418.33334,405.0,,none,3,1057744000,3.781,2925116928,7204915200,0.949,1.386,32877058048,51.119,130.678,,,,-5921123840,2.696,0.019,0.38149,0.088970006,0.10052
ABFRL.NS,,Apparel Manufacturing,Consumer Cyclical,26965,,,,,,86400,2,300.2,300.1,294.0,302.95,300.2,300.1,294.0,302.95,,,,,,0.174,,121.29468,2380142,2380142,4185187,2596791,2596791,314845364224,198.75,364.4,2.149843,309.061,297.7455,,,395436163072,-0.044710003,384946519,1066729984,0.62479997,0.16569,1066729984,39.939,7.39002,,-6.6,1.9,0.35794806,,,NSI,EQUITY,ABFRL.NS,ADITYA BIRLA FASHION & RT,Aditya Birla Fashion and Retail Limited,295.15,385.0,235.0,302.68182,301.5,3.47619,hold,22,7693199872,7.49,4538100224,99991797760,0.288,1.006,146450399232,243.78,147.373,-0.00635,-0.21198,8456637440,19111499776,,0.129,0.53898996,0.030989999,-0.02735
ABMINTLLTD.NS,,Specialty Chemicals,Basic Materials,8,,,,,,86400,2,74.48,73.75,71.11,74.48,74.48,73.75,71.11,74.48,,,1473897600,,,0.107,,,429,429,2548,2241,2241,700708032,43.2,110.62,0.715917,73.039,65.00015,,,678360704,0.00638,448765,9408000,,,9598740,15.789,4.623472,,-3.56,,0.53039837,0.052083,1473897600,NSI,EQUITY,ABMINTLLTD.NS,ABM INTERNATIONAL LTD,ABM International Limited,73.0,,,,,,none,,42068000,4.468,-4409500,100481000,,,978755968,67.646,103.46,,,,,,0.17,0.00708,-0.00451,0.09945
ABREL.NS,,Paper & Paper Products,Basic Materials,2640,,,,,,86400,2,2762.15,2779.85,2690.0,2779.85,2762.15,2779.85,2690.0,2779.85,5.0,0.0018000001,1720656000,0.19860001,0.64,0.669,107.919655,74.02728,138386,138386,246060,114279,114279,299870814208,1185.45,3140.0,5.9499474,2748.714,2310.139,,,344367628288,0.01929,55919817,110527000,0.55727,0.21511999,117209000,361.04,7.51468,,25.14,,1.2449217,5.0,1720656000,NSI,EQUITY,ABREL.NS,ADITYA BIRLA REAL EST LTD,Aditya Birla Real Estate Limited,2713.1,3804.0,3121.0,3475.0,3487.5,,none,4,8081500160,72.044,6463499776,47536099328,0.162,1.588,50398900224,115.735,454.411,0.02319,0.07557,-21395249152,-19181400064,,0.022,0.37407002,0.12825,0.029189998
ABSLAMC.NS,,Asset Management,Financial Services,1279,,,,,,86400,2,828.3,819.05,819.05,840.0,828.3,819.05,819.05,840.0,13.5,0.0163,1722470400,0.4353,,0.277,26.815687,22.903164,266722,266722,606380,478134,478134,239748628480,450.25,911.85,12.902822,799.925,665.6788,,,239113994240,0.48208,148014702,288366016,0.44958,0.43425,288592992,113.517,7.3182874,0.361,30.98,34.69,0.75745714,13.5,1722470400,NSI,EQUITY,ABSLAMC.NS,ADIT BIRL SUN LIF AMC LTD,Aditya Birla Sun Life AMC Limited,830.75,1100.0,610.0,830.9091,830.0,2.45455,buy,11,1022899968,3.55,11925699584,750499968,1.375,1.375,18581100544,2.294,64.466,0.22086,0.29804,7896487424,7206199808,0.36,0.331,0.78720003,0.64182,0.64703006
ACC.NS,,Building Materials,Basic Materials,3852,4,7,1,8,6,86400,2,2247.1,2247.0,2191.0,2247.1,2247.1,2247.0,2191.0,2247.1,7.5,0.0033000002,1718323200,0.0692,1.3,0.431,20.261217,17.44367,281401,281401,376967,280763,280763,412934242304,1868.2,2844.0,2.0552695,2251.327,2440.4685,,,401008263168,0.101619996,71680817,187787008,0.64115,0.28111,189632000,883.967,2.487593,-0.485,108.53,119.56,0.053818345,7.5,1718323200,NSI,EQUITY,ACC.NS,ACC LIMITED,ACC Limited,2198.95,3262.0,2100.0,2648.3428,2646.0,2.02778,buy,35,19548499968,103.346,26998099968,4574099968,0.524,1.554,200914894848,2.735,1069.896,0.051820002,0.12945,11337724928,14737300480,-0.489,0.04,0.47957,0.13438,0.04206
ACCELYA.NS,,Information Technology Services,Technology,2500,,,,,,86400,2,1571.95,1558.15,1558.15,1596.0,1571.95,1558.15,1558.15,1596.0,80.0,0.0509,1728000000,1.0236,3.66,0.545,24.970871,25.333866,11720,11720,20873,11394,11394,23720464384,1339.95,2127.4,4.642278,1594.628,1715.405,,,22430808064,0.1855,3609170,14926300,0.80478996,0.0017,14957100,189.504,8.368689,0.03,63.51,62.6,0.15662038,40.0,1728000000,NSI,EQUITY,ACCELYA.NS,ACCELYA SOLN INDIA LTD,Accelya Solutions India Limited,1585.9,,,,,,none,,1575260032,105.536,1749665536,334510016,,,5109660160,11.826,342.343,,,,,0.03,-0.001,0.70837,0.34242,0.32263002
ACCURACY.NS,,Integrated Freight & Logistics,Industrials,,,,,,,86400,2,11.53,11.7,11.28,11.7,11.53,11.7,11.28,11.7,,,1663804800,,,,19.20339,,238070,238070,310640,568979,568979,1735959936,8.05,18.25,0.24486007,10.1536,10.45775,,,2703181056,0.0007,26537605,150560000,,,153218000,7.681,1.4750683,0.609,0.59,,0.26592183,0.025,1663804800,NSI,EQUITY,ACCURACY.NS,ACCURACY SHIPPING LIMITED,Accuracy Shipping Limited,11.33,,,,,,none,,119300000,0.793,246620000,1148829952,0.997,1.608,7089600000,98.92,42.794,0.02587,0.00429,-16743750,279200000,0.576,-0.026,0.05258,0.03479,0.06407
ACE.NS,,Farm & Heavy Construction Machinery,Industrials,1387,,,,,,86400,2,1408.15,1415.25,1406.0,1482.0,1408.15,1415.25,1406.0,1482.0,2.0,0.0014,1724025600,0.0651,1.0,1.286,47.32736,38.2859,1726697,1726697,382836,556245,556245,172914114560,780.0,1695.0,5.614275,1319.061,1382.6906,,,169901064192,0.11873,37388311,119009000,0.66824996,0.07506,119125000,116.327,12.490221,0.282,30.7,40.5,0.7884662,2.0,1724025600,NSI,EQUITY,ACE.NS,ACTION CONST EQUIP LTD,Action Construction Equipment Limited,1452.95,1700.0,1465.0,1582.5,1582.5,,none,2,4080000000,34.301,4391834112,1141200000,0.668,1.33,30799009792,8.237,258.792,0.12332,0.30079,1377154048,3616302080,0.282,0.124,0.29749,0.1426,0.13423
ACEINTEG.NS,,Staffing & Employment Services,Industrials,12,,,,,,86400,2,32.44,32.9,32.1,33.72,32.44,32.9,32.1,33.72,,,,,,,80.575,,19180,19180,52159,33609,33609,330889280,28.01,44.8,2.8923888,32.6652,33.63745,,,305945984,0.053319998,2700042,10200000,,,10266500,18.657,1.7275017,,0.4,,-0.22430807,,,NSI,EQUITY,ACEINTEG.NS,ACE INTEGRATED SOLU. LTD.,Ace Integrated Solutions Limited,32.23,,,,,,none,,27000000,2.647,4700000,4200000,5.462,9.713,114400000,2.2,8.961,0.00922,0.03263,212500,9100000,,0.713,0.27797002,0.041079998,-0.00932
